"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit"
"org.wrongwrong.extra.ser.wrapper.A_1P.call","ss",1,10,108.789705,2.233338,"ms/op"
"org.wrongwrong.extra.ser.wrapper.E_5P.call","ss",1,10,110.444246,3.385622,"ms/op"
"org.wrongwrong.extra.ser.wrapper.T_20P.call","ss",1,10,120.004920,2.040567,"ms/op"
