"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit"
"org.wrongwrong.extra.ser.wrapper.A_1P.call","ss",1,10,109.252157,3.937482,"ms/op"
"org.wrongwrong.extra.ser.wrapper.E_5P.call","ss",1,10,112.079112,2.910583,"ms/op"
"org.wrongwrong.extra.ser.wrapper.T_20P.call","ss",1,10,121.132272,3.042423,"ms/op"
