"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit"
"org.wrongwrong.extra.ser.json_k_unbox_value_class.A_1P.call","thrpt",1,9,2424851.400917,211914.134132,"ops/s"
"org.wrongwrong.extra.ser.json_k_unbox_value_class.E_5P.call","thrpt",1,9,1447387.708831,25646.270742,"ops/s"
"org.wrongwrong.extra.ser.json_k_unbox_value_class.T_20P.call","thrpt",1,9,524997.969564,60466.609757,"ops/s"
