"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit"
"org.wrongwrong.extra.ser.wrapper.A_1P.call","thrpt",1,9,2150433.046728,61966.728905,"ops/s"
"org.wrongwrong.extra.ser.wrapper.E_5P.call","thrpt",1,9,1332894.410097,259749.673604,"ops/s"
"org.wrongwrong.extra.ser.wrapper.T_20P.call","thrpt",1,9,437948.250874,14441.153132,"ops/s"
