"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit"
"org.wrongwrong.main.ser.A_1P.call","ss",1,10,102.140310,5.038354,"ms/op"
"org.wrongwrong.main.ser.E_5P.call","ss",1,10,106.690470,3.491425,"ms/op"
"org.wrongwrong.main.ser.T_20P.call","ss",1,10,114.620651,3.728494,"ms/op"
