"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit"
"org.wrongwrong.extra.ser.value_class.A_1P.call","thrpt",1,9,1945070.885279,67697.578790,"ops/s"
"org.wrongwrong.extra.ser.value_class.E_5P.call","thrpt",1,9,850360.616455,35317.049784,"ops/s"
"org.wrongwrong.extra.ser.value_class.T_20P.call","thrpt",1,9,234290.829941,3479.952132,"ops/s"
