"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit"
"org.wrongwrong.extra.ser.wrapper.A_1P.call","thrpt",1,9,2153055.108616,69189.651615,"ops/s"
"org.wrongwrong.extra.ser.wrapper.E_5P.call","thrpt",1,9,1439954.292260,19963.008424,"ops/s"
"org.wrongwrong.extra.ser.wrapper.T_20P.call","thrpt",1,9,433685.621969,19530.540221,"ops/s"
